# x, sinc(x)
2.022022022022021304e+00,4.450561275407933781e-01
2.062062062062061329e+00,4.275993823953003758e-01
2.102102102102101355e+00,4.101352742676774854e-01
2.142142142142141381e+00,3.926788756482287868e-01
2.182182182182181407e+00,3.752451679900972725e-01
2.222222222222221433e+00,3.578490256603724662e-01
2.262262262262261459e+00,3.405052000639384180e-01
2.302302302302301484e+00,3.232283039589672335e-01
2.342342342342341510e+00,3.060327959826844579e-01
2.382382382382381536e+00,2.889329654057337105e-01
2.422422422422421562e+00,2.719429171331424477e-01
2.462462462462461588e+00,2.550765569695468415e-01
2.502502502502501613e+00,2.383475771659619991e-01
2.542542542542541639e+00,2.217694422649962582e-01
2.582582582582581665e+00,2.053553752609940386e-01
2.622622622622621691e+00,1.891183440911619884e-01
2.662662662662661717e+00,1.730710484732790322e-01
2.702702702702701743e+00,1.572259071051207158e-01
2.742742742742741768e+00,1.415950452402370552e-01
2.782782782782781794e+00,1.261902826542156963e-01
2.822822822822821820e+00,1.110231220150354747e-01
2.862862862862861846e+00,9.610473767057421679e-02
2.902902902902901872e+00,8.144596486577580785e-02
2.942942942942941897e+00,6.705728940140870398e-02
2.982982982982981923e+00,5.294883774575998708e-02
3.023023023023021949e+00,3.913036761000855679e-02
3.063063063063061975e+00,2.561125899740679043e-02
3.103103103103102001e+00,1.240050573577433819e-02
3.143143143143142026e+00,-4.932924978288704592e-04
3.183183183183182052e+00,-1.306193765203030044e-02
3.223223223223222078e+00,-2.529764026810935734e-02
3.263263263263262104e+00,-3.719302593209946467e-02
3.303303303303302130e+00,-4.874114120580053111e-02
3.343343343343342156e+00,-5.993545903115341661e-02
3.383383383383382181e+00,-7.076988360311224635e-02
3.423423423423422207e+00,-8.123875470684008282e-02
3.463463463463462233e+00,-9.133685151574567895e-02
3.503503503503502259e+00,-1.010593958475761167e-01
3.543543543543542285e+00,-1.104020548764770987e-01
3.583583583583582310e+00,-1.193609432996323438e-01
3.623623623623622336e+00,-1.279326249577924235e-01
3.663663663663662362e+00,-1.361141139097018227e-01
3.703703703703702388e+00,-1.439028749611299951e-01
3.743743743743742414e+00,-1.512968236499053765e-01
3.783783783783782440e+00,-1.582943256890428640e-01
3.823823823823822465e+00,-1.648941958707406952e-01
3.863863863863862491e+00,-1.710956964347027653e-01
3.903903903903902517e+00,-1.768985349049183586e-01
3.943943943943942543e+00,-1.823028613996964531e-01
3.983983983983982569e+00,-1.873092654204131513e-01
4.024024024024022594e+00,-1.919187721250786849e-01
4.064064064064062620e+00,-1.961328380934734272e-01
4.104104104104102646e+00,-1.999533465912307906e-01
4.144144144144142672e+00,-2.033826023408636663e-01
4.184184184184182698e+00,-2.064233258083386091e-01
4.224224224224222723e+00,-2.090786470143941034e-01
4.264264264264262749e+00,-2.113520988803801737e-01
4.304304304304302775e+00,-2.132476101189608453e-01
4.344344344344342801e+00,-2.147694976805727407e-01
4.384384384384382827e+00,-2.159224587670651174e-01
4.424424424424422853e+00,-2.167115624244667638e-01
4.464464464464462878e+00,-2.171422407273236599e-01
4.504504504504502904e+00,-2.172202795675357845e-01
4.544544544544542930e+00,-2.169518090610837169e-01
4.584584584584582956e+00,-2.163432935864830764e-01
4.624624624624622982e+00,-2.154015214692287516e-01
4.664664664664663007e+00,-2.141335943268972974e-01
4.704704704704703033e+00,-2.125469160899609300e-01
4.744744744744743059e+00,-2.106491817137301492e-01
4.784784784784783085e+00,-2.084483655971849370e-01
4.824824824824823111e+00,-2.059527097247747796e-01
4.864864864864863137e+00,-2.031707115475664405e-01
4.904904904904903162e+00,-2.001111116203938556e-01
4.944944944944943188e+00,-1.967828810119180982e-01
4.984984984984983214e+00,-1.931952085047342893e-01
5.025025025025023240e+00,-1.893574876028689680e-01
5.065065065065063266e+00,-1.852793033641947362e-01
5.105105105105103291e+00,-1.809704190754465036e-01
5.145145145145143317e+00,-1.764407627876599383e-01
5.185185185185183343e+00,-1.717004137299625033e-01
5.225225225225223369e+00,-1.667595886197347776e-01
5.265265265265263395e+00,-1.616286278872219873e-01
5.305305305305303420e+00,-1.563179818327135318e-01
5.345345345345343446e+00,-1.508381967344228081e-01
5.385385385385383472e+00,-1.451999009251893347e-01
5.425425425425423498e+00,-1.394137908560905970e-01
5.465465465465463524e+00,-1.334906171649932471e-01
5.505505505505503550e+00,-1.274411707679912742e-01
5.545545545545543575e+00,-1.212762689915725389e-01
5.585585585585583601e+00,-1.150067417632267136e-01
5.625625625625623627e+00,-1.086434178780552318e-01
5.665665665665667206e+00,-1.021971113587676894e-01
5.705705705705707231e+00,-9.567860792625593191e-02
5.745745745745747257e+00,-8.909865159770496978e-02
5.785785785785787283e+00,-8.246793142897758389e-02
5.825825825825827309e+00,-7.579706841772662629e-02
5.865865865865867335e+00,-6.909660258341605854e-02
5.905905905905907360e+00,-6.237698024012314213e-02
5.945945945945947386e+00,-5.564854147766908066e-02
5.985985985985987412e+00,-4.892150786628073067e-02
6.026026026026027438e+00,-4.220597039962204616e-02
6.066066066066067464e+00,-3.551187769065126260e-02
6.106106106106107489e+00,-2.884902443435912942e-02
6.146146146146147515e+00,-2.222704015102591399e-02
6.186186186186187541e+00,-1.565537822319993527e-02
6.226226226226227567e+00,-9.143305239149602040e-03
6.266266266266267593e+00,-2.699890655074812466e-03
6.306306306306307619e+00,3.666003212117494286e-03
6.346346346346347644e+00,9.945730850163989403e-03
6.386386386386387670e+00,1.613087286412042895e-02
6.426426426426427696e+00,2.221324492608169748e-02
6.466466466466467722e+00,2.818490635219889073e-02
6.506506506506507748e+00,3.403816829778995995e-02
6.546546546546547773e+00,3.976560156189461875e-02
6.586586586586587799e+00,4.536004399318780550e-02
6.626626626626627825e+00,5.081460748973881669e-02
6.666666666666667851e+00,5.612268458568309831e-02
6.706706706706707877e+00,6.127795461846139574e-02
6.746746746746747903e+00,6.627438947087453680e-02
6.786786786786787928e+00,7.110625888280124041e-02
6.826826826826827954e+00,7.576813532802979811e-02
6.866866866866867980e+00,8.025489845226217722e-02
6.906906906906908006e+00,8.456173906895871062e-02
6.946946946946948032e+00,8.868416271030495068e-02
6.986986986986988057e+00,9.261799273119419862e-02
7.027027027027028083e+00,9.635937296473459646e-02
7.067067067067068109e+00,9.990476992840162385e-02
7.107107107107108135e+00,1.032509745805699208e-01
7.147147147147148161e+00,1.063951036277671902e-01
7.187187187187188186e+00,1.093346003836005026e-01
7.227227227227228212e+00,1.120672351809075679e-01
7.267267267267268238e+00,1.145911053392842938e-01
7.307307307307308264e+00,1.169046346907326034e-01
7.347347347347348290e+00,1.190065726667587781e-01
7.387387387387388316e+00,1.208959929508326148e-01
7.427427427427428341e+00,1.225722917006888124e-01
7.467467467467468367e+00,1.240351853455154418e-01
7.507507507507508393e+00,1.252847079636281447e-01
7.547547547547548419e+00,1.263212082467718711e-01
7.587587587587588445e+00,1.271453460577258998e-01
7.627627627627628470e+00,1.277580885884082307e-01
7.667667667667668496e+00,1.281607061261853531e-01
7.707707707707708522e+00,1.283547674365902447e-01
7.747747747747748548e+00,1.283421347711331817e-01
7.787787787787788574e+00,1.281249585093605092e-01
7.827827827827828600e+00,1.277056714447698249e-01
7.867867867867868625e+00,1.270869827246290107e-01
7.907907907907908651e+00,1.262718714541705423e-01
7.947947947947948677e+00,1.252635799760386803e-01
7.987987987987988703e+00,1.240656068362576553e-01
8.028028028028028729e+00,1.226816994483617140e-01
8.068068068068068754e+00,1.211158464676825725e-01
8.108108108108108780e+00,1.193722698881271860e-01
8.148148148148148806e+00,1.174554168740966076e-01
8.188188188188188832e+00,1.153699513404962129e-01
8.228228228228228858e+00,1.131207452940672237e-01
8.268268268268268884e+00,1.107128699495304458e-01
8.308308308308308909e+00,1.081515866342728366e-01
8.348348348348348935e+00,1.054423374955284487e-01
8.388388388388388961e+00,1.025907360242049038e-01
8.428428428428428987e+00,9.960255740968573801e-02
8.468468468468469013e+00,9.648372874009784883e-02
8.508508508508509038e+00,9.324031906267064851e-02
8.548548548548549064e+00,8.987852931893010322e-02
8.588588588588589090e+00,8.640468216956667669e-02
8.628628628628629116e+00,8.282521172389009645e-02
8.668668668668669142e+00,7.914665318883755407e-02
8.708708708708709167e+00,7.537563245253363353e-02
8.748748748748749193e+00,7.151885561741135044e-02
8.788788788788789219e+00,6.758309849789342905e-02
8.828828828828829245e+00,6.357519609760220458e-02
8.868868868868869271e+00,5.950203208101396274e-02
8.908908908908909297e+00,5.537052825440173104e-02
8.948948948948949322e+00,5.118763407081686895e-02
8.988988988988989348e+00,4.696031617374674810e-02
9.029029029029029374e+00,4.269554799395239297e-02
9.069069069069069400e+00,3.840029941383670681e-02
9.109109109109109426e+00,3.408152651352153867e-02
9.149149149149149451e+00,2.974616141261980651e-02
9.189189189189189477e+00,2.540110222147855951e-02
9.229229229229229503e+00,2.105320311543981693e-02
9.269269269269269529e+00,1.670926454541901002e-02
9.309309309309309555e+00,1.237602359783627690e-02
9.349349349349349581e+00,8.060144516654066740e-03
9.389389389389389606e+00,3.768209399976110187e-03
9.429429429429429632e+00,-4.932909166518841329e-04
9.469469469469469658e+00,-4.717965778429732311e-03
9.509509509509509684e+00,-8.899533419513949023e-03
9.549549549549549710e+00,-1.303182945014811668e-02
9.589589589589589735e+00,-1.710881511198208277e-02
9.629629629629629761e+00,-2.112458529123728210e-02
9.669669669669669787e+00,-2.507337627977570052e-02
9.709709709709709813e+00,-2.894957327454287035e-02
9.749749749749749839e+00,-3.274771760627924466e-02
9.789789789789789864e+00,-3.646251368882958560e-02
9.829829829829829890e+00,-4.008883568082536458e-02
9.869869869869869916e+00,-4.362173385197005288e-02
9.909909909909909942e+00,-4.705644064662126147e-02
9.949949949949949968e+00,-5.038837643783559972e-02
9.989989989989989994e+00,-5.361315496552175597e-02
1.003003003003003002e+01,-5.672658845283365392e-02
1.007007007007007005e+01,-5.972469239542809588e-02
1.011011011011011007e+01,-6.260369001870877415e-02
1.015015015015015010e+01,-6.536001639868116442e-02
1.019019019019019012e+01,-6.799032224254880630e-02
1.023023023023023015e+01,-7.049147732569104041e-02
1.027027027027027017e+01,-7.286057358217354341e-02
1.031031031031031020e+01,-7.509492784645707686e-02
1.035035035035035023e+01,-7.719208424448324724e-02
1.039039039039039025e+01,-7.914981623283112722e-02
1.043043043043043028e+01,-8.096612828515205307e-02
1.047047047047047030e+01,-8.263925722560262754e-02
1.051051051051051033e+01,-8.416767320950617470e-02
1.055055055055055035e+01,-8.555008035198070904e-02
1.059059059059059038e+01,-8.678541700577577234e-02
1.063063063063063041e+01,-8.787285569006020314e-02
1.067067067067067043e+01,-8.881180267239822956e-02
1.071071071071071046e+01,-8.960189720664081536e-02
1.075075075075075048e+01,-9.024301042994208044e-02
1.079079079079079051e+01,-9.073524392258748572e-02
1.083083083083083054e+01,-9.107892793478856996e-02
1.087087087087087056e+01,-9.127461928506003241e-02
1.091091091091091059e+01,-9.132309893524594158e-02
1.095095095095095061e+01,-9.122536924770491273e-02
1.099099099099099064e+01,-9.098265093059496045e-02
1.103103103103103066e+01,-9.059637967762106114e-02
1.107107107107107069e+01,-9.006820250901835523e-02
1.111111111111111072e+01,-8.939997382094196088e-02
1.115115115115115074e+01,-8.859375115082104846e-02
1.119119119119119077e+01,-8.765179066660773455e-02
1.123123123123123079e+01,-8.657654238821159420e-02
1.127127127127127082e+01,-8.537064514975666041e-02
1.131131131131131085e+01,-8.403692131163013890e-02
1.135135135135135087e+01,-8.257837123160936821e-02
1.139139139139139090e+01,-8.099816750465597959e-02
1.143143143143143092e+01,-7.929964898125355099e-02
1.147147147147147095e+01,-7.748631457443609649e-02
1.151151151151151097e+01,-7.556181686591025015e-02
1.155155155155155100e+01,-7.352995552191271544e-02
1.159159159159159103e+01,-7.139467052966723404e-02
1.163163163163163105e+01,-6.916003526551019187e-02
1.167167167167167108e+01,-6.683024940594264884e-02
1.171171171171171110e+01,-6.440963169303749736e-02
1.175175175175175113e+01,-6.190261256578362403e-02
1.179179179179179116e+01,-5.931372666908520108e-02
1.183183183183183118e+01,-5.664760525225197990e-02
1.187187187187187121e+01,-5.390896846891664318e-02
1.191191191191191123e+01,-5.110261759039784468e-02
1.195195195195195126e+01,-4.823342714459138980e-02
1.199199199199199128e+01,-4.530633699251874341e-02
1.203203203203203486e+01,-4.232634435468972389e-02
1.207207207207207489e+01,-3.929849579944877380e-02
1.211211211211211491e+01,-3.622787920546088891e-02
1.215215215215215494e+01,-3.311961571047720293e-02
1.219219219219219497e+01,-2.997885165846823907e-02
1.223223223223223499e+01,-2.681075055715750541e-02
1.227227227227227502e+01,-2.362048505790840733e-02
1.231231231231231504e+01,-2.041322896982275537e-02
1.235235235235235507e+01,-1.719414931979669839e-02
1.239239239239239510e+01,-1.396839847015134313e-02
1.243243243243243512e+01,-1.074110630530974303e-02
1.247247247247247515e+01,-7.517372498830469582e-03
1.251251251251251517e+01,-4.302258871930509342e-03
1.255255255255255520e+01,-1.100781854437156556e-03
1.259259259259259522e+01,2.082094941099642705e-03
1.263263263263263525e+01,5.241468021626182611e-03
1.267267267267267528e+01,8.372501181864350911e-03
1.271271271271271530e+01,1.147043252863229681e-02
1.275275275275275533e+01,1.453058135145250847e-02
1.279279279279279535e+01,1.754835482997176357e-02
1.283283283283283538e+01,2.051925456900857009e-02
1.287287287287287540e+01,2.343888295234704960e-02
1.291291291291291543e+01,2.630294930671116596e-02
1.295295295295295546e+01,2.910727586767969041e-02
1.299299299299299548e+01,3.184780353963897331e-02
1.303303303303303551e+01,3.452059744221788740e-02
1.307307307307307553e+01,3.712185223600596856e-02
1.311311311311311556e+01,3.964789722072123435e-02
1.315315315315315559e+01,4.209520119936874250e-02
1.319319319319319561e+01,4.446037710231245943e-02
1.323323323323323564e+01,4.674018636557256134e-02
1.327327327327327566e+01,4.893154305805610255e-02
1.331331331331331569e+01,5.103151775283090025e-02
1.335335335335335571e+01,5.303734113795975647e-02
1.339339339339339574e+01,5.494640736282449534e-02
1.343343343343343577e+01,5.675627711628524613e-02
1.347347347347347579e+01,5.846468043344065640e-02
1.351351351351351582e+01,6.006951922817697215e-02
1.355355355355355584e+01,6.156886954911921367e-02
1.359359359359359587e+01,6.296098355702417493e-02
1.363363363363363590e+01,6.424429122208244469e-02
1.367367367367367592e+01,6.541740174002461106e-02
1.371371371371371595e+01,6.647910466635426063e-02
1.375375375375375597e+01,6.742837076845734079e-02
1.379379379379379600e+01,6.826435259576216219e-02
1.383383383383383602e+01,6.898638476854741797e-02
1.387387387387387605e+01,6.959398398641564176e-02
1.391391391391391608e+01,7.008684875786630464e-02
1.395395395395395610e+01,7.046485885281501826e-02
1.399399399399399613e+01,7.072807448031397104e-02
1.403403403403403615e+01,7.087673519413063838e-02
1.407407407407407618e+01,7.091125852923996220e-02
1.411411411411411621e+01,7.083223837267448031e-02
1.415415415415415623e+01,7.064044307256206467e-02
1.419419419419419626e+01,7.033681328955605772e-02
1.423423423423423628e+01,6.992245959523155086e-02
1.427427427427427631e+01,6.939865982238110909e-02
1.431431431431431633e+01,6.876685617249422844e-02
1.435435435435435636e+01,6.802865208604591540e-02
1.439439439439439639e+01,6.718580888155115116e-02
1.443443443443443641e+01,6.624024216966331591e-02
1.447447447447447644e+01,6.519401804890417873e-02
1.451451451451451646e+01,6.404934908991226361e-02
1.455455455455455649e+01,6.280859011538357517e-02
1.459459459459459651e+01,6.147423378315357290e-02
1.463463463463463654e+01,6.004890598013212094e-02
1.467467467467467657e+01,5.853536103505308646e-02
1.471471471471471659e+01,5.693647675823721582e-02
1.475475475475475662e+01,5.525524931679007962e-02
1.479479479479479664e+01,5.349478795386732044e-02
1.483483483483483667e+01,5.165830956083474618e-02
1.487487487487487670e+01,4.974913311133307564e-02
1.491491491491491672e+01,4.777067396642422498e-02
1.495495495495495675e+01,4.572643806014927564e-02
1.499499499499499677e+01,4.362001597496584920e-02
1.503503503503503680e+01,4.145507691665648725e-02
1.507507507507507682e+01,3.923536259840750690e-02
1.511511511511511685e+01,3.696468104385100539e-02
1.515515515515515688e+01,3.464690031894086808e-02
1.519519519519519690e+01,3.228594220259623643e-02
1.523523523523523693e+01,2.988577580609336204e-02
1.527527527527527695e+01,2.745041115121902436e-02
1.531531531531531698e+01,2.498389271721575267e-02
1.535535535535535701e+01,2.249029296655056728e-02
1.539539539539539703e+01,1.997370585952569152e-02
1.543543543543543706e+01,1.743824036772112160e-02
1.547547547547547708e+01,1.488801399621533447e-02
1.551551551551551711e+01,1.232714632447214943e-02
1.555555555555555713e+01,9.759752575708576308e-03
1.559559559559559716e+01,7.189937224470890204e-03
1.563563563563563719e+01,4.621787652044222032e-03
1.567567567567567721e+01,2.059367859204753234e-03
1.571571571571571724e+01,-4.932877543063562227e-04
1.575575575575575726e+01,-3.032180534351909280e-03
1.579579579579579729e+01,-5.553353631932143354e-03
1.583583583583583732e+01,-8.052897968774576018e-03
1.587587587587587734e+01,-1.052695810025502422e-02
1.591591591591591737e+01,-1.297173796712000095e-02
1.595595595595595739e+01,-1.538350652768828188e-02
1.599599599599599742e+01,-1.775860326242865300e-02
1.603603603603603744e+01,-2.009344354304156213e-02
1.607607607607607747e+01,-2.238452385841409320e-02
1.611611611611611750e+01,-2.462842689006978711e-02
1.615615615615615752e+01,-2.682182642999735023e-02
1.619619619619619755e+01,-2.896149213401429806e-02
1.623623623623623757e+01,-3.104429410410300058e-02
1.627627627627627760e+01,-3.306720729344667792e-02
1.631631631631631763e+01,-3.502731572819154510e-02
1.635635635635635765e+01,-3.692181654026747278e-02
1.639639639639639768e+01,-3.874802380591336332e-02
1.643643643643643770e+01,-4.050337218487388286e-02
1.647647647647647773e+01,-4.218542035556119285e-02
1.651651651651651775e+01,-4.379185424180786351e-02
1.655655655655655778e+01,-4.532049002717532249e-02
1.659659659659659781e+01,-4.676927695312475125e-02
1.663663663663663783e+01,-4.813629989770445983e-02
1.667667667667667786e+01,-4.941978173175825412e-02
1.671671671671671788e+01,-5.061808545001330456e-02
1.675675675675675791e+01,-5.172971607476206657e-02
1.679679679679679793e+01,-5.275332233021154393e-02
1.683683683683683796e+01,-5.368769808593263498e-02
1.687687687687687799e+01,-5.453178356820356787e-02
1.691691691691691801e+01,-5.528466633840208727e-02
1.695695695695695804e+01,-5.594558203796253654e-02
1.699699699699699806e+01,-5.651391489977380250e-02
1.703703703703703809e+01,-5.698919802625343478e-02
1.707707707707707812e+01,-5.737111343469030594e-02
1.711711711711711814e+01,-5.765949187080290222e-02
1.715715715715715817e+01,-5.785431239181266366e-02
1.719719719719719819e+01,-5.795570172067992382e-02
1.723723723723723822e+01,-5.796393337349514674e-02
1.727727727727727824e+01,-5.787942656235791489e-02
1.731731731731731827e+01,-5.770274487641180450e-02
1.735735735735735830e+01,-5.743459474403311144e-02
1.739739739739739832e+01,-5.707582367949511765e-02
1.743743743743743835e+01,-5.662741831774769502e-02
1.747747747747747837e+01,-5.609050224126239242e-02
1.751751751751751840e+01,-5.546633360319696421e-02
1.755755755755755843e+01,-5.475630255142890229e-02
1.759759759759759845e+01,-5.396192845829554663e-02
1.763763763763763848e+01,-5.308485696115693847e-02
1.767767767767767850e+01,-5.212685681916837815e-02
1.771771771771771853e+01,-5.108981659191017682e-02
1.775775775775775855e+01,-4.997574114577322396e-02
1.779779779779779858e+01,-4.878674799424064651e-02
1.783783783783783861e+01,-4.752506347843605400e-02
1.787787787787787863e+01,-4.619301879452954868e-02
1.791791791791791866e+01,-4.479304587480156113e-02
1.795795795795795868e+01,-4.332767312936267740e-02
1.799799799799799871e+01,-4.179952105571396737e-02
1.803803803803803874e+01,-4.021129772350718473e-02
1.807807807807807876e+01,-3.856579414202682132e-02
1.811811811811811879e+01,-3.686587951806657992e-02
1.815815815815815881e+01,-3.511449641201110777e-02
1.819819819819819884e+01,-3.331465580005942700e-02
1.823823823823823886e+01,-3.146943205063961607e-02
1.827827827827827889e+01,-2.958195782316436553e-02
1.831831831831831892e+01,-2.765541889736457259e-02
1.835835835835835894e+01,-2.569304894151215948e-02
1.839839839839839897e+01,-2.369812422790490772e-02
1.843843843843843899e+01,-2.167395830403400295e-02
1.847847847847847902e+01,-1.962389662789019301e-02
1.851851851851851904e+01,-1.755131117588630205e-02
1.855855855855855907e+01,-1.545959503188264889e-02
1.859859859859859910e+01,-1.335215696579767145e-02
1.863863863863863912e+01,-1.123241601026868201e-02
1.867867867867867915e+01,-9.103796043797443907e-03
1.871871871871871917e+01,-6.969720388772139910e-03
1.875875875875875920e+01,-4.833606432701341611e-03
1.879879879879879923e+01,-2.698860280927204650e-03
1.883883883883883925e+01,-5.688714490040368407e-04
1.887887887887887928e+01,1.552992397164818612e-03
1.891891891891891930e+01,3.663390645444238730e-03
1.895895895895895933e+01,5.759014877968455549e-03
1.899899899899899935e+01,7.836593940284774726e-03
1.903903903903903938e+01,9.892898931538987237e-03
1.907907907907907941e+01,1.192474810825320045e-02
1.911911911911911943e+01,1.392901169440928510e-02
1.915915915915915946e+01,1.590261659072432845e-02
1.919919919919919948e+01,1.784255097618791044e-02
1.923923923923923951e+01,1.974586879512445561e-02
1.927927927927927954e+01,2.160969412324710917e-02
1.931931931931931956e+01,2.343122540638202869e-02
1.935935935935935959e+01,2.520773956576332839e-02
1.939939939939939961e+01,2.693659596402909681e-02
1.943943943943943964e+01,2.861524022628690600e-02
1.947947947947947966e+01,3.024120791086353649e-02
1.951951951951951969e+01,3.181212802460686717e-02
1.955955955955955972e+01,3.332572637786840319e-02
1.959959959959959974e+01,3.477982877456204519e-02
1.963963963963963977e+01,3.617236403296757857e-02
1.967967967967967979e+01,3.750136683322650294e-02
1.971971971971971982e+01,3.876498038776169525e-02
1.975975975975975985e+01,3.996145893114130820e-02
1.979979979979979987e+01,4.108917002620056380e-02
1.983983983983983990e+01,4.214659668353219063e-02
1.987987987987987992e+01,4.313233929175647186e-02
1.991991991991991995e+01,4.404511735628555830e-02
1.995995995995995997e+01,4.488377104460225531e-02
2.000000000000000000e+01,4.564726253638138470e-02
