# x, f(x)
-7.567567567567561326e-01,9.796655158017515685e-02
-7.327327327327335382e-01,9.807616251550116404e-02
-7.087087087087091675e-01,9.818235438182397468e-02
-6.846846846846847967e-01,9.828511581201179736e-02
-6.606606606606604259e-01,9.838443579824938945e-02
-6.366366366366360552e-01,9.848030369400324890e-02
-6.126126126126134608e-01,9.857270921592355128e-02
-5.885885885885890900e-01,9.866164244568255415e-02
-5.645645645645647193e-01,9.874709383174874733e-02
-5.405405405405403485e-01,9.882905419109659639e-02
-5.165165165165159777e-01,9.890751471085125479e-02
-4.924924924924933833e-01,9.898246694986782834e-02
-4.684684684684690126e-01,9.905390284024491454e-02
-4.444444444444446418e-01,9.912181468877200030e-02
-4.204204204204202711e-01,9.918619517831020471e-02
-3.963963963963959003e-01,9.924703736910629737e-02
-3.723723723723733059e-01,9.930433470003940943e-02
-3.483483483483489351e-01,9.935808098980025704e-02
-3.243243243243245644e-01,9.940827043800247453e-02
-3.003003003003001936e-01,9.945489762622602981e-02
-2.762762762762758229e-01,9.949795751899202789e-02
-2.522522522522532284e-01,9.953744546466913867e-02
-2.282282282282288577e-01,9.957335719631103810e-02
-2.042042042042044869e-01,9.960568883242489069e-02
-1.801801801801801162e-01,9.963443687767048473e-02
-1.561561561561557454e-01,9.965959822349010344e-02
-1.321321321321313746e-01,9.968117014866868797e-02
-1.081081081081087802e-01,9.969915031982434783e-02
-8.408408408408440948e-02,9.971353679182901053e-02
-6.006006006006003872e-02,9.972432800815915488e-02
-3.603603603603566796e-02,9.973152280117640600e-02
-1.201201201201129720e-02,9.973512039233822790e-02
1.201201201201129720e-02,9.973512039233822790e-02
3.603603603603566796e-02,9.973152280117640600e-02
6.006006006006003872e-02,9.972432800815915488e-02
8.408408408408440948e-02,9.971353679182901053e-02
1.081081081081087802e-01,9.969915031982434783e-02
1.321321321321313746e-01,9.968117014866868797e-02
1.561561561561557454e-01,9.965959822349010344e-02
1.801801801801801162e-01,9.963443687767048473e-02
2.042042042042044869e-01,9.960568883242489069e-02
2.282282282282288577e-01,9.957335719631103810e-02
2.522522522522514521e-01,9.953744546466913867e-02
2.762762762762758229e-01,9.949795751899202789e-02
3.003003003003001936e-01,9.945489762622602981e-02
3.243243243243245644e-01,9.940827043800247453e-02
3.483483483483489351e-01,9.935808098980025704e-02
3.723723723723715295e-01,9.930433470003942331e-02
3.963963963963959003e-01,9.924703736910629737e-02
4.204204204204202711e-01,9.918619517831020471e-02
4.444444444444446418e-01,9.912181468877200030e-02
4.684684684684690126e-01,9.905390284024491454e-02
4.924924924924916070e-01,9.898246694986782834e-02
5.165165165165159777e-01,9.890751471085125479e-02
5.405405405405403485e-01,9.882905419109659639e-02
5.645645645645647193e-01,9.874709383174874733e-02
5.885885885885890900e-01,9.866164244568255415e-02
6.126126126126116844e-01,9.857270921592356516e-02
6.366366366366360552e-01,9.848030369400324890e-02
6.606606606606604259e-01,9.838443579824938945e-02
6.846846846846847967e-01,9.828511581201179736e-02
7.087087087087091675e-01,9.818235438182397468e-02
7.327327327327317619e-01,9.807616251550117792e-02
7.567567567567561326e-01,9.796655158017515685e-02
7.807807807807805034e-01,9.785353330026642926e-02
8.048048048048048742e-01,9.773711975539421670e-02
8.288288288288292449e-01,9.761732337822477679e-02
8.528528528528536157e-01,9.749415695225861767e-02
8.768768768768762101e-01,9.736763360955719149e-02
9.009009009009005808e-01,9.723776682840952479e-02
9.249249249249249516e-01,9.710457043093942420e-02
9.489489489489493224e-01,9.696805858065402073e-02
9.729729729729736931e-01,9.682824577993379145e-02
9.969969969969962875e-01,9.668514686746536302e-02
1.021021021021020658e+00,9.653877701561697222e-02
1.045045045045045029e+00,9.638915172775797124e-02
1.069069069069069400e+00,9.623628683552251650e-02
1.093093093093093771e+00,9.608019849601819040e-02
1.117117117117116365e+00,9.592090318898061074e-02
1.141141141141140736e+00,9.575841771387418044e-02
1.165165165165165106e+00,9.559275918694024043e-02
1.189189189189189477e+00,9.542394503819286167e-02
1.213213213213213848e+00,9.525199300836337257e-02
1.237237237237236442e+00,9.507692114579417708e-02
1.261261261261260813e+00,9.489874780328268200e-02
1.285285285285285184e+00,9.471749163487622192e-02
1.309309309309309555e+00,9.453317159261843960e-02
1.333333333333333925e+00,9.434580692324828766e-02
1.357357357357356520e+00,9.415541716485234525e-02
1.381381381381380891e+00,9.396202214347094961e-02
1.405405405405405261e+00,9.376564196965955778e-02
1.429429429429429632e+00,9.356629703500567163e-02
1.453453453453454003e+00,9.336400800860228388e-02
